:START_ID,weight:float,key:int,:END_ID,:TYPE
"341411",0.903876543045044,0,"f6cca381-c55e-44cc-b685-6c4139459b96",membership
"341411",0.9422639012336731,0,"d0123474-8425-4ab0-90d5-175920158638",family_relationship
"341411",0.8707886934280396,0,"933c4581-7ecc-4377-995c-7a200fee617b",ownership
"341411",0.9078943729400635,0,"Spanish Shrimp  Carriers",membership
"341411",0.9073892831802368,0,"James Berry",partnership
"341411",0.806681215763092,0,"Sonia Fisheries Pvt",ownership
"341411",0.9280179142951965,0,"Pesquera",ownership
"341411",0.9262474179267883,0,"838200939",partnership
"341411",0.8336113691329956,0,"860600018",partnership
"341411",0.8820586800575256,0,"83951569",partnership
"341411",0.8444066047668457,0,"yearbook2036",membership
"341411",0.9239055514335632,0,"79538",partnership
"341411",0.8601561784744263,0,"Kevin Norton",membership
"341411",0.9336032271385193,0,"Howard Pierce",ownership
"341411",0.8137582540512085,0,"Jessica Brown",membership
"341411",0.8221274018287659,0,"70",membership
"341411",0.8456502556800842,0,"85117949",family_relationship
"341411",0.8821009397506714,0,"DOFâs",membership
"341411",0.9274218678474426,1,"DOFâs",partnership
"341411",0.8772003054618835,0,"Last",membership
"341411",0.876754105091095,0,"Irish Sea Seaside GmbH & Co. KG Distribution",family_relationship
"341411",0.9013174772262573,1,"Irish Sea Seaside GmbH & Co. KG Distribution",family_relationship
"341411",0.8545138835906982,0,"Faroe Islands Shrimp Shark",family_relationship
"341411",0.9182297587394714,1,"Faroe Islands Shrimp Shark",family_relationship
"341411",0.8366485238075256,2,"Faroe Islands Shrimp Shark",family_relationship
"341411",0.9190686345100403,3,"Faroe Islands Shrimp Shark",membership
"341411",0.808365523815155,0,"235866056",family_relationship
"341411",0.8277229070663452,1,"235866056",family_relationship
"341411",0.8248288035392761,0,"28379",ownership
"341411",0.9121435284614563,0,"Jason Neal",partnership
"341411",0.8298471570014954,0,"b8f8208c-0388-484e-a700-b4c265170827",family_relationship
"341411",0.8854588866233826,0,"1aa47ffc-05a8-4edd-a8e0-94c10b650bd8",family_relationship
"341411",0.8394572138786316,0,"Wendy Duarte",family_relationship
"341411",0.8703092336654663,0,"weeks",membership
"341411",0.8090731501579285,0,"40213337",membership
"341411",0.8905956149101257,0,"cutters",ownership
"341411",0.9284339547157288,0,"Timothy Cuevas",family_relationship
"341411",0.9182398915290833,0,"Joshua Glover",family_relationship
"341411",0.930562436580658,0,"Tara Villegas",family_relationship
"341411",0.8811106085777283,0,"75399",family_relationship
"341411",0.9292636513710022,1,"75399",family_relationship
"341411",0.9224262833595276,0,"28",partnership
"341411",0.8593339323997498,0,"Christopher Cunningham",family_relationship
"341411",0.871070921421051,1,"Christopher Cunningham",family_relationship
"341411",0.8699976801872253,2,"Christopher Cunningham",membership
"341411",0.8185814023017883,0,"b8567859-bf54-49fd-8332-5775e19c65af",family_relationship
"341411",0.950983464717865,1,"b8567859-bf54-49fd-8332-5775e19c65af",membership
"341411",0.8844397664070129,0,"967900443",membership
"341411",0.8054692149162292,1,"967900443",family_relationship
"341411",0.8408811688423157,0,"months",membership
"341411",0.8869502544403076,0,"Janice Bell",membership
"341411",0.948480486869812,0,"George Morton",membership
"341411",0.8229683041572571,0,"98",family_relationship
"341411",0.820961058139801,0,"96",family_relationship
"341411",0.8558071255683899,0,"93",family_relationship
"341411",0.8466374278068542,0,"Olivia Bailey",family_relationship
"341411",0.8563299179077148,0,"Uttar Pradesh Sp",family_relationship
"341411",0.8842827677726746,0,"Debra Davis",partnership
"341411",0.89817875623703,0,"cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32",partnership
"341411",0.9114423990249634,0,"Estrella de Coral Ltd. Corporation Logistics",partnership
"341411",0.8078935742378235,0,"Laura Jimenez",partnership
"341411",0.8294475674629211,0,"2028",family_relationship
"341411",0.9409723877906799,0,"f514483d-fb5f-4cb2-bb8d-b616b10336d8",membership
"341411",0.9177294373512268,0,"âVikingâ",ownership
"341411",0.806743860244751,0,"26676370",ownership
"341411",0.9010363817214966,0,"Saltwater Solitude GmbH & Co. KG",family_relationship
"341411",0.8530793190002441,0,"PRK",ownership
"341411",0.8539876341819763,0,"Viento Azul Harbor LLC Investment",family_relationship
"341411",0.8874889016151428,0,"Viking fishing",family_relationship
"341411",0.8081889152526855,0,"175",family_relationship
"341411",0.8360419869422913,0,"95",family_relationship
"341411",0.8728973269462585,0,"expect year",family_relationship
"341411",0.8872776627540588,0,"43685541",membership
"341411",0.8078186511993408,0,"Bryan Hill",partnership
"341411",0.870637059211731,0,"Michele Henry",partnership
"341411",0.8304545879364014,0,"58db776e-40f1-4e68-b13d-dcc42416ce58",membership
"341411",0.8565332293510437,0,"73704",membership
"341411",0.9235087633132935,0,"Amanda Mckenzie",membership
"341411",0.8769274353981018,0,"Gulf of Guinea  Corporation",membership
"341411",0.891822874546051,0,"Christopher Simon",partnership
"341411",0.8973002433776855,0,"Robert Nguyen",partnership
"341411",0.9633033275604248,0,"âfirst",partnership
"341411",0.9759583473205566,0,"âinitiallyâ",partnership
"341411",0.8260965943336487,0,"c01c6a10-60c9-4f11-9409-aa04c3963826",ownership
"341411",0.9036867022514343,0,"Ms. Stephanie Rivera DDS",membership
"341411",0.8866798877716064,0,"540613204",partnership
"341411",0.8925845623016357,0,"46901627",ownership
"341411",0.8797047138214111,0,"Seabreeze Foods Corporation Logistics",family_relationship
"341411",0.9052287340164185,0,"Kimberly Williams",ownership
"341411",0.8114392757415771,0,"Holly Taylor",partnership
"341411",0.8109877705574036,0,"Michael Wright",membership
"341411",0.916936457157135,0,"353361057",ownership
"341411",0.8737106919288635,0,"Thomas Morales",partnership
"341411",0.8421697616577148,0,"Calvin Salas",partnership
"341411",0.807243287563324,0,"Michael Chen",partnership
"341411",0.820881187915802,0,"Jerry Welch",membership
"341411",0.8631315231323242,0,"Stacey Ortiz",partnership
"341411",0.8253790736198425,0,"Brooke Hamilton",membership
"341411",0.8721121549606323,0,"Kristi Miller",membership
"341411",0.8199111223220825,0,"âŠ",partnership
"341411",0.823167622089386,0,"âit",partnership
"341411",0.8069836497306824,0,"Scott Day",membership
"341411",0.8656439185142517,0,"âStuff",membership
"341411",0.8482276797294617,0,"âDo",membership
"341411",0.9013715386390686,0,"011ad1ae-ae1b-4c74-9f58-c020e6a3e836",partnership
"341411",0.8918359279632568,0,"Dry Creek S.p.A. Overseas",ownership
"341411",0.8143346905708313,0,"5639000",partnership
"341411",0.9061567187309265,0,"James Hall",membership
"341411",0.8821127414703369,0,"95c715ba-891e-4472-8e2a-4e746dcc266a",family_relationship
"341411",0.884248673915863,0,"1a2ebb93-1c85-4f40-abb1-cff639788678",partnership
"341411",0.8162230849266052,0,"Playa del Cielo Kga",ownership
"341411",0.9116861820220947,1,"Playa del Cielo Kga",partnership
"341411",0.8814476728439331,2,"Playa del Cielo Kga",partnership
"341411",0.8403486609458923,0,"Mar del Oeste Pic",family_relationship
"341411",0.8451694250106812,0,"png xi  Line",membership
"341411",0.9421945810317993,1,"png xi  Line",ownership
"341411",0.8286252617835999,2,"png xi  Line",partnership
"341411",0.8263121843338013,3,"png xi  Line",ownership
"341411",0.8573267459869385,4,"png xi  Line",partnership
"341411",0.8062340617179871,0,"SeaSpray Wave SRL Solutions",partnership
"341411",0.8191318511962891,1,"SeaSpray Wave SRL Solutions",membership
"341411",0.8386216163635254,0,"Ocean Fisheries Llc",membership
"341411",0.8363089561462402,0,"903311212",ownership
"341411",0.8332551717758179,1,"903311212",ownership
"âvictimâ",0.9787477254867554,0,"âperpetratorâ",ownership
"William Bradley",0.8657784461975098,0,"Joseph Griffin",family_relationship
"William Bradley",0.8580609560012817,0,"âŠâ",membership
"William Bradley",0.8185755014419556,0,"dec44f58-94b0-4070-bfb3-1e13ef308ec3",family_relationship
"William Bradley",0.8655444979667664,0,"Michelle Singh",family_relationship
"William Bradley",0.8605167269706726,0,"SSN",family_relationship
"William Bradley",0.9127103686332703,0,"Tyler Palmer",family_relationship
"Joseph Griffin",0.838752031326294,0,"âŠâ",partnership
"853949688",0.8270222544670105,0,"650512",partnership
"8",0.8487669229507446,0,"Meere Delpeuch",membership
"128692",0.8462429046630859,0,"172711",membership
"128692",0.8887882828712463,0,"5441",ownership
"128692",0.8498485684394836,0,"199442",ownership
"128692",0.8493987917900085,0,"âŠ",membership
"Jacob Caldwell",0.876524806022644,0,"82f2f404-439a-4b2e-b423-726a7f933abf",membership
"Jacob Caldwell",0.9073754549026489,0,"298930",membership
"Jacob Caldwell",0.8507220149040222,0,"555217629",partnership
"Jacob Caldwell",0.9098416566848755,0,"Mark Garcia",family_relationship
"Jacob Caldwell",0.9560044407844543,0,"f59ca3ce-7fea-4a6b-893b-486565a8ab18",membership
"Jacob Caldwell",0.8217455744743347,0,"Kerala Market Limited Liability Company",membership
"Jacob Caldwell",0.9400057792663574,0,"âtoppyâ",partnership
"Jacob Caldwell",0.9635224938392639,0,"âstagâ",partnership
"Jacob Caldwell",0.9175418615341187,0,"Pasture Petfoods New Zealand Ltd",partnership
"14253815",0.9236536026000977,0,"4369922c-ce1d-40ff-904c-1f6a3000bf6b",membership
"14253815",0.8750180602073669,0,"341411",membership
"Saltwater Solitude GmbH & Co. KG",0.8228371739387512,0,"PRK",partnership
"Saltwater Solitude GmbH & Co. KG",0.8463698625564575,0,"âVikingâ",ownership
"PRK",0.8525620698928833,0,"âVikingâ",ownership
"PRK",0.8158001899719238,0,"Viento Azul Harbor LLC Investment",family_relationship
"âVikingâ",0.892656683921814,0,"903311212",membership
"506",0.8302619457244873,0,"4937447",partnership
"4937447",0.8251246809959412,0,"png xi  Line",partnership
"âregularâ",0.832441508769989,0,"2079436",ownership
"Ann Daniels",0.9734014272689819,0,"Stephanie Mccormick MD",family_relationship
"Ann Daniels",0.9111043810844421,0,"Lisa Clay",family_relationship
"Stephanie Mccormick MD",0.8934069871902466,0,"Lisa Clay",family_relationship
"589",0.8781619071960449,0,"Ht Shipping",ownership
"589",0.9396032691001892,0,"Selena Building",ownership
"589",0.9120464324951172,0,"87940",ownership
"Elizabeth Welch",0.8761563897132874,0,"da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4",membership
"Elizabeth Welch",0.8686039447784424,0,"Sept",family_relationship
"Elizabeth Welch",0.917820930480957,0,"Kathleen Gates",family_relationship
"Elizabeth Welch",0.8479064106941223,0,"Adam Cook",family_relationship
"Elizabeth Welch",0.9334542751312256,0,"Jason Huff",family_relationship
"Elizabeth Welch",0.8198022246360779,0,"341411",membership
"Elizabeth Welch",0.8735615611076355,0,"Ocean Fisheries Llc",membership
"da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4",0.9060049057006836,0,"Elizabeth Welch",membership
"da0a7bbb-5bd1-42aa-bcc0-b8923d5c15d4",0.9168633222579956,0,"Jason Huff",membership
"967900443",0.8439235091209412,0,"Eugene Ochoa",family_relationship
"967900443",0.935143232345581,0,"47679",partnership
"967900443",0.8450796008110046,0,"175",family_relationship
"967900443",0.8444215655326843,0,"95",family_relationship
"967900443",0.8027369379997253,0,"621",partnership
"967900443",0.8350850343704224,0,"europeansting",membership
"967900443",0.8533701300621033,0,"Jammu & Kashmir Ltd Family",membership
"967900443",0.908601701259613,0,"âŠ",ownership
"967900443",0.8613764643669128,0,"âIllegal",partnership
"967900443",0.8961464166641235,0,"99233",membership
"967900443",0.8154256939888,0,"Anne Anderson",membership
"967900443",0.8087909817695618,0,"Mar del Oeste Pic",membership
"967900443",0.8472598791122437,1,"Mar del Oeste Pic",membership
"1",0.8167174458503723,0,"Lisa Jimenez",membership
"1",0.9315310120582581,0,"âfirst",partnership
"1",0.8662746548652649,0,"26978247",membership
"1",0.8518748879432678,0,"April",family_relationship
"1",0.8626450300216675,0,"Amanda Mckenzie",ownership
"445a6124-4650-4e5a-83bb-a0e0b4040ee9",0.8150240182876587,0,"341411",membership
"Martha Robbins",0.9073053598403931,0,"Don Hopkins",family_relationship
"Martha Robbins",0.9240868091583252,0,"Joseph Gray",family_relationship
"Don Hopkins",0.9188517332077026,0,"Joseph Gray",family_relationship
"4",0.8298953771591187,0,"4975",partnership
"4",0.8600049018859863,0,"7282284",partnership
